frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
155,0.020938,0.004598,0.808535,135.5799,0.171771,9.407,4,0.482,2.2457
156,0.015509,0.003888,0.802141,134.9761,0.172690,11.368,4,0.291,0.9462
157,0.017983,0.005673,0.795759,134.9128,0.173570,13.279,4,0.476,1.6079
158,0.117354,0.020821,0.790646,135.1630,0.173911,14.649,3,3.251,1.7268
159,0.263460,0.061541,0.787900,134.4119,0.173166,15.921,2,7.088,6.0000
160,0.321155,0.064458,0.809007,127.2766,0.172157,17.481,2,8.782,3.0000
161,0.220597,0.062995,0.840074,117.1231,0.171835,19.160,1,8.882,6.0000
162,0.231849,0.071574,0.864173,112.9925,0.170931,21.464,1,5.611,3.0000
163,0.223779,0.064553,0.887119,111.0320,0.168291,25.055,1,5.084,3.0000
164,0.221897,0.072404,0.908044,107.4629,0.164003,28.187,1,5.648,3.0000
165,0.279194,0.071774,0.934022,101.2680,0.155515,31.387,2,7.662,3.0000
166,0.311767,0.108092,0.956420,91.6103,0.145863,34.351,1,12.132,3.0560
167,0.316888,0.084069,0.977271,79.0429,0.135268,33.028,1,8.633,3.0000
168,0.260728,0.063479,1.008326,69.9984,0.117963,26.012,3,6.120,3.3588
169,0.208251,0.061817,1.045621,68.6836,0.121230,19.810,3,8.241,3.0000
170,0.275260,0.063808,1.086814,69.5736,0.138488,18.520,4,9.580,3.0000
171,0.224128,0.061007,1.128371,69.8724,0.161862,17.918,2,6.545,3.0000
172,0.313071,0.065537,1.167453,68.2132,0.174055,15.483,2,8.835,1.3992
173,0.311147,0.083191,1.203887,65.3589,0.167975,13.259,2,8.649,0.6012
174,0.349564,0.084045,1.234072,61.0286,0.151775,8.906,2,9.212,1.1952
175,0.318868,0.074191,1.258685,56.8929,0.134612,4.485,2,8.442,1.7872
176,0.231156,0.046559,1.280034,52.1534,0.123634,4.811,4,7.052,3.0000
177,0.137591,0.025785,1.294019,49.5004,0.121004,7.718,4,3.824,3.0000
178,0.103459,0.015433,1.300209,49.9227,0.122923,8.043,3,4.949,3.0000
179,0.081226,0.009709,1.304265,51.4253,0.124282,8.737,3,2.653,1.0617
180,0.015091,0.003614,1.306636,52.8305,0.124202,9.794,3,0.389,1.9502
181,0.013771,0.003114,1.308287,53.2739,0.124614,10.643,3,0.103,1.6662
182,0.013233,0.003128,1.309455,53.2300,0.124778,11.089,3,0.087,1.5864
183,0.013083,0.002928,1.309760,53.1846,0.124830,11.169,3,0.054,1.5877
184,0.012874,0.002838,1.309268,53.1046,0.124770,10.895,3,0.038,1.5712
185,0.012346,0.002861,1.308138,52.9236,0.124624,10.277,3,0.042,1.4935
186,0.011753,0.002940,1.306349,52.6843,0.124333,9.328,3,0.057,1.4044
187,0.011477,0.002953,1.303666,52.4746,0.123858,8.073,3,0.170,1.4245
188,0.008476,0.002212,1.301106,52.2880,0.124098,7.118,3,0.214,1.0629
189,0.009332,0.002008,1.299961,52.1836,0.124278,6.730,3,0.141,1.1112
190,0.009339,0.002064,1.300411,52.2117,0.124181,6.882,3,0.101,1.0373
191,0.008979,0.002377,1.301569,52.3386,0.123970,7.348,3,0.109,0.8839
192,0.009535,0.002727,1.302498,52.4281,0.123799,7.741,3,0.121,1.2143
193,0.009221,0.002788,1.302598,52.4784,0.123805,7.772,3,0.110,1.1373
